Date,Datetime,Close,Volume,Valor_Dolar
2010-01-04,2010-01-04 16:56:00,37.93762146,13303743.87,22.005580893271464
2010-01-05,2010-01-05 16:56:00,37.77421972,21396519.48,21.927334834852267
2010-01-06,2010-01-06 16:56:00,38.80535714,18720547.15,22.382971183018974
2010-01-07,2010-01-07 16:56:00,36.42592902,10964646.19,20.918812967323262
2010-01-08,2010-01-08 16:56:00,35.03778748,14624078.31,20.148238918918917
2010-01-11,2010-01-11 16:56:00,36.10372089,15317799.19,20.841494481325405
2010-01-12,2010-01-12 16:56:00,39.20442744,14886395.59,22.48089193187683
2010-01-13,2010-01-13 16:56:00,35.63270268,23228166.33,20.429252769177847
2010-01-14,2010-01-14 16:56:00,33.11756685,20073355.9,18.765620381912967
2010-01-15,2010-01-15 16:56:00,35.1766874,21168911.8,19.86149138953193
2010-01-18,2010-01-18 16:56:00,35.2065271,23168305.85,19.867122115004797
2010-01-19,2010-01-19 16:56:00,34.38911846,16895763.21,19.377426303037133
2010-01-20,2010-01-20 16:56:00,35.67812821,18757743.55,19.983268852918112
2010-01-21,2010-01-21 16:56:00,36.53715307,24553005.21,20.408396955817462
2010-01-22,2010-01-22 16:56:00,35.18159763,19025224.57,19.34436555231759
2010-01-26,2010-01-26 16:56:00,32.97786624,20281311.78,18.125682224909312
2010-01-27,2010-01-27 16:56:00,36.2812243,19908587.14,19.75348412914466
2010-01-28,2010-01-28 16:56:00,33.43411164,13819247.83,18.059802106627775
2010-01-29,2010-01-29 16:56:00,33.93570267,16106857.97,18.28432255926724
2010-02-01,2010-02-01 16:56:00,31.210288,15869425.59,16.64726264134841
2010-02-02,2010-02-02 16:56:00,32.45200086,15289598.38,17.286528983114046
2010-02-03,2010-02-03 16:56:00,32.09085441,16090996.21,17.47582334585852
2010-02-04,2010-02-04 16:56:00,32.08048691,24280226.32,17.49494841577139
2010-02-05,2010-02-05 16:56:00,33.6296134,29033590.19,17.969336574939888
2010-02-08,2010-02-08 16:56:00,33.77125798,18684508.56,18.008456236335523
2010-02-09,2010-02-09 16:56:00,31.35960328,18103998.27,16.742980928990924
2010-02-10,2010-02-10 16:56:00,31.54281099,21909769.53,17.004210776280324
2010-02-11,2010-02-11 16:56:00,34.02129239,24111000.19,18.406802137098953
2010-02-12,2010-02-12 16:56:00,34.05682476,19127009.22,18.393186843810756
2010-02-17,2010-02-17 16:56:00,32.8201833,16622563.03,17.5791019282271
2010-02-18,2010-02-18 16:56:00,35.2362428,17017767.15,19.24110893900508
2010-02-19,2010-02-19 16:56:00,33.56145285,11889342.11,18.37372870360232
2010-02-22,2010-02-22 16:56:00,35.68455669,19817445.63,19.697812259880767
2010-02-23,2010-02-23 16:56:00,35.93624682,16937437.57,19.91369102294137
2010-02-24,2010-02-24 16:56:00,33.02216948,13561313.29,18.158016870119873
2010-02-25,2010-02-25 16:56:00,36.47336258,18650069.13,20.03700630665275
2010-02-26,2010-02-26 16:56:00,31.8951796,17804380.32,17.36831823132215
2010-03-01,2010-03-01 16:56:00,36.67422715,16959405.4,20.250815654334623
2010-03-02,2010-03-02 16:56:00,35.99561042,17108166.92,19.997561344444442
2010-03-03,2010-03-03 16:56:00,35.81218202,19957393.76,20.061723163968406
2010-03-04,2010-03-04 16:56:00,34.81591881,14069270.27,19.509088204639696
2010-03-05,2010-03-05 16:56:00,38.12681177,28235039.51,21.314183681797857
2010-03-08,2010-03-08 16:56:00,36.15730957,15902192.54,20.285743699506284
2010-03-09,2010-03-09 16:56:00,34.63486441,68696328.96,19.42940895882419
2010-03-10,2010-03-10 16:56:00,36.32058706,32196389.95,20.291964389072014
2010-03-11,2010-03-11 16:56:00,38.95786737,19449639.27,21.990216397606684
2010-03-12,2010-03-12 16:56:00,34.57018488,13940266.24,19.538905148928954
2010-03-15,2010-03-15 16:56:00,34.71302934,19839705.22,19.681935329137605
2010-03-17,2010-03-17 16:56:00,41.11461065,10298350.79,23.302318436862393
2010-03-18,2010-03-18 16:56:00,38.52205229,12061693.99,21.805758117287443
2010-03-19,2010-03-19 16:56:00,34.28019812,24306539.82,19.433218888888888
2010-03-22,2010-03-22 16:56:00,36.87573216,13489011.11,20.660988435679066
2010-03-23,2010-03-23 16:56:00,35.893597,17206954.98,19.99197783223794
2010-03-24,2010-03-24 16:56:00,36.74862139,18683474.22,20.381930887409872
2010-03-25,2010-03-25 16:56:00,37.01699433,17698938.17,20.78088717790378
2010-03-26,2010-03-26 16:56:00,35.83220471,28820122.91,20.01351916331546
2010-03-29,2010-03-29 16:56:00,33.57857808,19312737.53,18.646478276321634
2010-03-30,2010-03-30 16:56:00,34.56784671,12366030.41,18.961026114859305
2010-03-31,2010-03-31 16:56:00,37.11439121,16551869.4,20.546053592781224
2010-04-01,2010-04-01 16:56:00,37.25955964,13721801.03,20.755102295008914
2010-04-05,2010-04-05 16:56:00,35.44416809,12120280.07,19.90127349241999
2010-04-06,2010-04-06 16:56:00,34.65987752,13410252.63,19.58074544940964
2010-04-07,2010-04-07 16:56:00,36.33675025,15079326.19,20.677602145336596
2010-04-09,2010-04-09 16:56:00,33.3801014,17017813.18,18.96058017608634
2010-04-12,2010-04-12 16:56:00,33.51527447,29883509.61,18.97592258521119
2010-04-13,2010-04-13 16:56:00,31.72689888,19661435.37,17.818094395147703
2010-04-14,2010-04-14 16:56:00,34.0167849,17377826.36,19.186003891708967
2010-04-15,2010-04-15 16:56:00,33.34151032,43408698.69,18.93543293957292
2010-04-16,2010-04-16 16:56:00,34.10805838,48889368.04,19.397212454504096
2010-04-19,2010-04-19 16:56:00,36.42498397,23996275.71,20.878702264129313
2010-04-20,2010-04-20 16:56:00,35.83134417,22158832.59,20.494963204255562
2010-04-22,2010-04-22 16:56:00,34.53096066,19873133.83,19.666796138512357
2010-04-23,2010-04-23 16:56:00,30.92333471,12312671.03,17.58206431089379
2010-04-26,2010-04-26 16:56:00,31.57255537,13810305.2,18.04455356346802
2010-04-27,2010-04-27 16:56:00,29.51463988,23019616.95,16.744944899580165
2010-04-28,2010-04-28 16:56:00,31.1375409,17380589.66,17.667692294598275
2010-04-29,2010-04-29 16:56:00,32.5866037,11932996.39,18.67855307806947
2010-04-30,2010-04-30 16:56:00,30.47405338,15688008.79,17.322677000909504
2010-05-04,2010-05-04 16:56:00,31.24283802,39268281.41,17.79407564642898
2010-05-05,2010-05-05 16:56:00,28.36923585,29471169.16,16.378520784019397
2010-05-06,2010-05-06 16:56:00,30.53414121,32015508.61,17.643673413844912
2010-05-07,2010-05-07 16:56:00,30.03368012,24546014.92,17.345469315622292
2010-05-10,2010-05-10 16:56:00,29.54675849,20988108.62,16.829047382810273
2010-05-11,2010-05-11 16:56:00,29.44829181,17334636.28,16.486559069533087
2010-05-12,2010-05-12 16:56:00,30.39852829,15380959.24,16.563247583501337
2010-05-13,2010-05-13 16:56:00,30.7216386,16122769.6,16.748426429700704
2010-05-14,2010-05-14 16:56:00,29.39134031,24270264.76,16.481433471653673
2010-05-17,2010-05-17 16:56:00,29.88857698,26531015.12,16.750869797679762
2010-05-18,2010-05-18 16:56:00,31.19706843,17679380.34,17.602588969136153
2010-05-19,2010-05-19 16:56:00,28.32742167,25227238.15,15.97080772960478
2010-05-20,2010-05-20 16:56:00,29.92623951,25639448.12,16.656225029220238
2010-05-21,2010-05-21 16:56:00,28.07593615,28528898.38,15.55884519257412
2010-05-24,2010-05-24 16:56:00,25.76838615,14996109.09,14.378877378494504
2010-05-25,2010-05-25 16:56:00,26.48204948,24219409.06,14.419062114777306
2010-05-26,2010-05-26 16:56:00,26.6853372,20468881.44,14.287807035391124
2010-05-27,2010-05-27 16:56:00,27.25597174,18333085.05,14.567595799037948
2010-05-28,2010-05-28 16:56:00,29.27274015,20301487.26,15.80430847100745
2010-05-31,2010-05-31 16:56:00,31.92732698,14270433.99,16.972689904842913
2010-06-01,2010-06-01 16:56:00,31.91414614,25987856.5,17.287333373056715
2010-06-02,2010-06-02 16:56:00,28.42509425,13859458.55,15.509108604321257
2010-06-04,2010-06-04 16:56:00,27.31065259,15178153.49,14.981980684623403
2010-06-07,2010-06-07 16:56:00,29.27628114,16452003.63,16.11508842406561
2010-06-08,2010-06-08 16:56:00,29.60169992,16120744.63,16.215666896740622
2010-06-09,2010-06-09 16:56:00,28.58776353,20135019.62,15.568981336455723
2010-06-10,2010-06-10 16:56:00,30.05294183,17889687.33,16.33223293842726
2010-06-11,2010-06-11 16:56:00,27.39324881,11613880.77,14.700680911237523
2010-06-14,2010-06-14 16:56:00,29.82882764,15282604.28,15.987151699003109
2010-06-15,2010-06-15 16:56:00,30.25459772,12607970.28,16.422188416653096
2010-06-16,2010-06-16 16:56:00,28.29558352,24437192.6,15.559847962606545
2010-06-21,2010-06-21 16:56:00,26.9146745,23758158.37,14.849475586206896
2010-06-22,2010-06-22 16:56:00,25.8953837,19578272.21,14.362386966167499
